x,y,z,pen,layer
1.72656,0.57480,0,1,0
1.72424,0.57459,0,1,0
1.72156,0.57434,0,1,0
1.71868,0.57408,0,1,0
1.71572,0.57381,0,1,0
1.71284,0.57355,0,1,0
1.71016,0.57331,0,1,0
1.70784,0.57310,0,1,0
1.70600,0.57293,0,1,0
1.70480,0.57282,0,1,0
1.70437,0.57278,0,1,0
1.70636,0.57267,0,1,0
1.70834,0.57257,0,1,0
1.71033,0.57246,0,1,0
1.71232,0.57235,0,1,0
1.71431,0.57224,0,1,0
1.71630,0.57214,0,1,0
1.71828,0.57203,0,1,0
1.72027,0.57192,0,1,0
1.72226,0.57182,0,1,0
1.72425,0.57171,0,1,0
1.72623,0.57160,0,1,0
1.72822,0.57150,0,1,0
1.73021,0.57139,0,1,0
1.73047,0.57041,0,1,0
1.73082,0.56946,0,1,0
1.73125,0.56856,0,1,0
1.73176,0.56771,0,1,0
1.73234,0.56691,0,1,0
1.73298,0.56616,0,1,0
1.73370,0.56547,0,1,0
1.73447,0.56485,0,1,0
1.73529,0.56430,0,1,0
1.73617,0.56382,0,1,0
1.73709,0.56342,0,1,0
1.73805,0.56310,0,1,0
1.73905,0.56287,0,1,0
1.73909,0.56243,0,1,0
1.73920,0.56123,0,1,0
1.73936,0.55939,0,1,0
1.73957,0.55706,0,1,0
1.73982,0.55437,0,1,0
1.74008,0.55148,0,1,0
1.74035,0.54851,0,1,0
1.74061,0.54562,0,1,0
1.74085,0.54293,0,1,0
1.74106,0.54060,0,1,0
1.74123,0.53876,0,1,0
1.74134,0.53756,0,1,0
1.74138,0.53712,0,1,0
1.74149,0.53910,0,1,0
1.74159,0.54108,0,1,0
1.74170,0.54305,0,1,0
1.74181,0.54503,0,1,0
1.74191,0.54701,0,1,0
1.74202,0.54898,0,1,0
1.74213,0.55096,0,1,0
1.74224,0.55294,0,1,0
1.74234,0.55491,0,1,0
1.74245,0.55689,0,1,0
1.74256,0.55887,0,1,0
1.74266,0.56085,0,1,0
1.74277,0.56282,0,1,0
1.74382,0.56304,0,1,0
1.74482,0.56336,0,1,0
1.74579,0.56377,0,1,0
1.74670,0.56426,0,1,0
1.74757,0.56483,0,1,0
1.74837,0.56548,0,1,0
1.74911,0.56620,0,1,0
1.74979,0.56699,0,1,0
1.75038,0.56784,0,1,0
1.75090,0.56874,0,1,0
1.75133,0.56969,0,1,0
1.75168,0.57069,0,1,0
1.75192,0.57173,0,1,0
1.33594,1.26590,0,0,0
1.31183,1.25660,0,1,0
1.28785,1.24746,0,1,0
1.26404,1.23850,0,1,0
1.24043,1.22974,0,1,0
1.21705,1.22119,0,1,0
1.19395,1.21286,0,1,0
1.17116,1.20477,0,1,0
1.14872,1.19693,0,1,0
1.12666,1.18935,0,1,0
1.10502,1.18205,0,1,0
1.08384,1.17505,0,1,0
1.06315,1.16834,0,1,0
1.04299,1.16196,0,1,0
0.99742,1.14767,0,1,0
0.94241,1.13022,0,1,0
0.87930,1.10974,0,1,0
0.80944,1.08639,0,1,0
0.73419,1.06032,0,1,0
0.65488,1.03168,0,1,0
0.57288,1.00061,0,1,0
0.48951,0.96727,0,1,0
0.40614,0.93181,0,1,0
0.32412,0.89438,0,1,0
0.24478,0.85513,0,1,0
0.16948,0.81420,0,1,0
0.09956,0.77175,0,1,0
0.09997,0.77159,0,1,0
0.10110,0.77115,0,1,0
0.10284,0.77047,0,1,0
0.10503,0.76962,0,1,0
0.10755,0.76864,0,1,0
0.11028,0.76758,0,1,0
0.11307,0.76650,0,1,0
0.11579,0.76544,0,1,0
0.11832,0.76446,0,1,0
0.12051,0.76360,0,1,0
0.12224,0.76293,0,1,0
0.12338,0.76249,0,1,0
0.12379,0.76233,0,1,0
0.16340,0.78413,0,1,0
0.20098,0.80370,0,1,0
0.23669,0.82123,0,1,0
0.27067,0.83693,0,1,0
0.30309,0.85099,0,1,0
0.33410,0.86360,0,1,0
0.36385,0.87496,0,1,0
0.39251,0.88527,0,1,0
0.42023,0.89472,0,1,0
0.44717,0.90350,0,1,0
0.47348,0.91182,0,1,0
0.49932,0.91986,0,1,0
0.52485,0.92783,0,1,0
0.55702,0.93742,0,1,0
0.59737,0.94864,0,1,0
0.64461,0.96121,0,1,0
0.69741,0.97490,0,1,0
0.75447,0.98943,0,1,0
0.81448,1.00456,0,1,0
0.87613,1.02002,0,1,0
0.93811,1.03557,0,1,0
0.99912,1.05093,0,1,0
1.05784,1.06585,0,1,0
1.11296,1.08009,0,1,0
1.16318,1.09337,0,1,0
1.20719,1.10545,0,1,0
1.22103,1.10938,0,1,0
1.23522,1.11350,0,1,0
1.24974,1.11780,0,1,0
1.26457,1.12228,0,1,0
1.27969,1.12694,0,1,0
1.29509,1.13177,0,1,0
1.31076,1.13678,0,1,0
1.32666,1.14197,0,1,0
1.34280,1.14733,0,1,0
1.35914,1.15286,0,1,0
1.37568,1.15856,0,1,0
1.39240,1.16444,0,1,0
1.40929,1.17048,0,1,0
1.40532,1.17598,0,1,0
1.40133,1.18149,0,1,0
1.39730,1.18699,0,1,0
1.39324,1.19250,0,1,0
1.38915,1.19801,0,1,0
1.38502,1.20352,0,1,0
1.38086,1.20903,0,1,0
1.37666,1.21454,0,1,0
1.37243,1.22005,0,1,0
1.36817,1.22556,0,1,0
1.36387,1.23107,0,1,0
1.35954,1.23658,0,1,0
1.35518,1.24209,0,1,0
1.35372,1.24394,0,1,0
1.35225,1.24579,0,1,0
1.35077,1.24764,0,1,0
1.34930,1.24949,0,1,0
1.34782,1.25133,0,1,0
1.34634,1.25316,0,1,0
1.34486,1.25499,0,1,0
1.34338,1.25682,0,1,0
1.34189,1.25865,0,1,0
1.34040,1.26047,0,1,0
1.33892,1.26228,0,1,0
1.33743,1.26409,0,1,0
1.33594,1.26590,0,1,0
1.46384,1.08966,0,0,0
1.45806,1.08577,0,1,0
1.45244,1.08201,0,1,0
1.44697,1.07838,0,1,0
1.44167,1.07489,0,1,0
1.43654,1.07154,0,1,0
1.43159,1.06833,0,1,0
1.42682,1.06527,0,1,0
1.42223,1.06236,0,1,0
1.41785,1.05961,0,1,0
1.41366,1.05703,0,1,0
1.40968,1.05460,0,1,0
1.40592,1.05235,0,1,0
1.40238,1.05028,0,1,0
1.37687,1.03479,0,1,0
1.34132,1.01215,0,1,0
1.29751,0.98360,0,1,0
1.24724,0.95039,0,1,0
1.19231,0.91377,0,1,0
1.13451,0.87498,0,1,0
1.07566,0.83529,0,1,0
1.01753,0.79593,0,1,0
0.96193,0.75817,0,1,0
0.91066,0.72324,0,1,0
0.86552,0.69239,0,1,0
0.82829,0.66688,0,1,0
0.80079,0.64796,0,1,0
0.77589,0.62963,0,1,0
0.74595,0.60576,0,1,0
0.71193,0.57731,0,1,0
0.67482,0.54528,0,1,0
0.63558,0.51067,0,1,0
0.59519,0.47445,0,1,0
0.55462,0.43762,0,1,0
0.51485,0.40116,0,1,0
0.47685,0.36607,0,1,0
0.44159,0.33332,0,1,0
0.41006,0.30392,0,1,0
0.38322,0.27885,0,1,0
0.36204,0.25909,0,1,0
0.36200,0.25859,0,1,0
0.36187,0.25721,0,1,0
0.36168,0.25509,0,1,0
0.36144,0.25241,0,1,0
0.36116,0.24933,0,1,0
0.36085,0.24601,0,1,0
0.36054,0.24260,0,1,0
0.36024,0.23927,0,1,0
0.35996,0.23619,0,1,0
0.35972,0.23351,0,1,0
0.35952,0.23140,0,1,0
0.35940,0.23001,0,1,0
0.35935,0.22951,0,1,0
0.41445,0.27874,0,1,0
0.46395,0.32245,0,1,0
0.50837,0.36115,0,1,0
0.54825,0.39536,0,1,0
0.58412,0.42561,0,1,0
0.61650,0.45242,0,1,0
0.64592,0.47631,0,1,0
0.67292,0.49779,0,1,0
0.69802,0.51739,0,1,0
0.72175,0.53564,0,1,0
0.74464,0.55304,0,1,0
0.76722,0.57012,0,1,0
0.79002,0.58741,0,1,0
0.82081,0.61047,0,1,0
0.85546,0.63584,0,1,0
0.89318,0.66297,0,1,0
0.93311,0.69131,0,1,0
0.97446,0.72032,0,1,0
1.01639,0.74947,0,1,0
1.05807,0.77821,0,1,0
1.09869,0.80600,0,1,0
1.13743,0.83229,0,1,0
1.17345,0.85655,0,1,0
1.20594,0.87823,0,1,0
1.23407,0.89679,0,1,0
1.25703,0.91169,0,1,0
1.27609,0.92393,0,1,0
1.29486,0.93602,0,1,0
1.31334,0.94795,0,1,0
1.33154,0.95974,0,1,0
1.34945,0.97138,0,1,0
1.36708,0.98286,0,1,0
1.38443,0.99420,0,1,0
1.40149,1.00538,0,1,0
1.41828,1.01642,0,1,0
1.43479,1.02730,0,1,0
1.45102,1.03804,0,1,0
1.46697,1.04863,0,1,0
1.48266,1.05907,0,1,0
1.48240,1.05949,0,1,0
1.48215,1.05992,0,1,0
1.48189,1.06034,0,1,0
1.48164,1.06077,0,1,0
1.48139,1.06119,0,1,0
1.48113,1.06162,0,1,0
1.48088,1.06204,0,1,0
1.48063,1.06247,0,1,0
1.48037,1.06290,0,1,0
1.48012,1.06332,0,1,0
1.47987,1.06375,0,1,0
1.47961,1.06418,0,1,0
1.47936,1.06461,0,1,0
1.47819,1.06653,0,1,0
1.47701,1.06845,0,1,0
1.47583,1.07037,0,1,0
1.47465,1.07230,0,1,0
1.47346,1.07422,0,1,0
1.47227,1.07614,0,1,0
1.47108,1.07807,0,1,0
1.46988,1.08000,0,1,0
1.46868,1.08193,0,1,0
1.46747,1.08386,0,1,0
1.46626,1.08579,0,1,0
1.46505,1.08772,0,1,0
1.46384,1.08966,0,1,0
1.85725,1.50508,0,0,0
1.82773,1.48824,0,1,0
1.79592,1.47096,0,1,0
1.76202,1.45330,0,1,0
1.72624,1.43534,0,1,0
1.68878,1.41716,0,1,0
1.64986,1.39884,0,1,0
1.60968,1.38045,0,1,0
1.56846,1.36206,0,1,0
1.52639,1.34376,0,1,0
1.48370,1.32562,0,1,0
1.44058,1.30771,0,1,0
1.39726,1.29012,0,1,0
1.35393,1.27292,0,1,0
1.35496,1.27165,0,1,0
1.35600,1.27038,0,1,0
1.35703,1.26911,0,1,0
1.35806,1.26784,0,1,0
1.35909,1.26656,0,1,0
1.36012,1.26529,0,1,0
1.36115,1.26401,0,1,0
1.36218,1.26273,0,1,0
1.36321,1.26145,0,1,0
1.36424,1.26016,0,1,0
1.36527,1.25888,0,1,0
1.36629,1.25759,0,1,0
1.36732,1.25630,0,1,0
1.37213,1.25022,0,1,0
1.37690,1.24412,0,1,0
1.38163,1.23802,0,1,0
1.38632,1.23191,0,1,0
1.39096,1.22580,0,1,0
1.39557,1.21969,0,1,0
1.40013,1.21357,0,1,0
1.40465,1.20745,0,1,0
1.40913,1.20132,0,1,0
1.41356,1.19520,0,1,0
1.41796,1.18907,0,1,0
1.42231,1.18294,0,1,0
1.42662,1.17680,0,1,0
1.46087,1.18966,0,1,0
1.49548,1.20316,0,1,0
1.53035,1.21730,0,1,0
1.56534,1.23208,0,1,0
1.60031,1.24748,0,1,0
1.63514,1.26350,0,1,0
1.66970,1.28012,0,1,0
1.70385,1.29733,0,1,0
1.73747,1.31514,0,1,0
1.77042,1.33353,0,1,0
1.80258,1.35248,0,1,0
1.83382,1.37200,0,1,0
1.86400,1.39207,0,1,0
1.84749,1.37713,0,1,0
1.82658,1.35932,0,1,0
1.80187,1.33908,0,1,0
1.77395,1.31684,0,1,0
1.74343,1.29305,0,1,0
1.71090,1.26813,0,1,0
1.67698,1.24253,0,1,0
1.64225,1.21668,0,1,0
1.60732,1.19102,0,1,0
1.57279,1.16599,0,1,0
1.53925,1.14202,0,1,0
1.50732,1.11955,0,1,0
1.47759,1.09901,0,1,0
1.47905,1.09662,0,1,0
1.48050,1.09424,0,1,0
1.48195,1.09185,0,1,0
1.48339,1.08947,0,1,0
1.48482,1.08708,0,1,0
1.48625,1.08470,0,1,0
1.48767,1.08232,0,1,0
1.48908,1.07993,0,1,0
1.49048,1.07755,0,1,0
1.49188,1.07517,0,1,0
1.49327,1.07279,0,1,0
1.49465,1.07042,0,1,0
1.49602,1.06804,0,1,0
1.53802,1.09628,0,1,0
1.57788,1.12335,0,1,0
1.61561,1.14927,0,1,0
1.65124,1.17403,0,1,0
1.68481,1.19766,0,1,0
1.71632,1.22014,0,1,0
1.74580,1.24150,0,1,0
1.77329,1.26174,0,1,0
1.79879,1.28086,0,1,0
1.82234,1.29887,0,1,0
1.84396,1.31578,0,1,0
1.86367,1.33160,0,1,0
1.88149,1.34632,0,1,0
1.90696,1.36773,0,1,0
1.93627,1.39275,0,1,0
1.96868,1.42128,0,1,0
2.00345,1.45320,0,1,0
2.03983,1.48841,0,1,0
2.07709,1.52680,0,1,0
2.11449,1.56825,0,1,0
2.15127,1.61265,0,1,0
2.18670,1.65990,0,1,0
2.22004,1.70988,0,1,0
2.25054,1.76248,0,1,0
2.27745,1.81760,0,1,0
2.30005,1.87512,0,1,0
2.26419,1.83156,0,1,0
2.22761,1.79086,0,1,0
2.19060,1.75294,0,1,0
2.15342,1.71769,0,1,0
2.11635,1.68502,0,1,0
2.07968,1.65484,0,1,0
2.04368,1.62705,0,1,0
2.00863,1.60154,0,1,0
1.97480,1.57824,0,1,0
1.94247,1.55704,0,1,0
1.91191,1.53784,0,1,0
1.88341,1.52055,0,1,0
1.85725,1.50508,0,1,0
1.00678,0.83113,0,0,0
1.00207,0.83703,0,1,0
0.99713,0.84320,0,1,0
0.99200,0.84958,0,1,0
0.98671,0.85613,0,1,0
0.98132,0.86280,0,1,0
0.97585,0.86956,0,1,0
0.97035,0.87636,0,1,0
0.96486,0.88315,0,1,0
0.95941,0.88990,0,1,0
0.95404,0.89655,0,1,0
0.94880,0.90306,0,1,0
0.94373,0.90940,0,1,0
0.93886,0.91551,0,1,0
0.93253,0.92353,0,1,0
0.92628,0.93155,0,1,0
0.92010,0.93959,0,1,0
0.91400,0.94763,0,1,0
0.90797,0.95568,0,1,0
0.90201,0.96374,0,1,0
0.89613,0.97181,0,1,0
0.89032,0.97988,0,1,0
0.88459,0.98795,0,1,0
0.87893,0.99603,0,1,0
0.87335,1.00411,0,1,0
0.86784,1.01219,0,1,0
0.86241,1.02027,0,1,0
0.86065,1.01983,0,1,0
0.85889,1.01939,0,1,0
0.85714,1.01895,0,1,0
0.85538,1.01851,0,1,0
0.85362,1.01807,0,1,0
0.85187,1.01763,0,1,0
0.85011,1.01719,0,1,0
0.84835,1.01675,0,1,0
0.84660,1.01631,0,1,0
0.84484,1.01587,0,1,0
0.84309,1.01543,0,1,0
0.84133,1.01499,0,1,0
0.83958,1.01455,0,1,0
0.84615,1.00439,0,1,0
0.85282,0.99424,0,1,0
0.85961,0.98409,0,1,0
0.86650,0.97396,0,1,0
0.87350,0.96384,0,1,0
0.88061,0.95373,0,1,0
0.88782,0.94364,0,1,0
0.89514,0.93357,0,1,0
0.90256,0.92352,0,1,0
0.91009,0.91350,0,1,0
0.91772,0.90350,0,1,0
0.92544,0.89354,0,1,0
0.93327,0.88360,0,1,0
0.93898,0.87647,0,1,0
0.94459,0.86956,0,1,0
0.95007,0.86289,0,1,0
0.95540,0.85646,0,1,0
0.96055,0.85029,0,1,0
0.96550,0.84438,0,1,0
0.97022,0.83875,0,1,0
0.97470,0.83340,0,1,0
0.97890,0.82834,0,1,0
0.98281,0.82358,0,1,0
0.98639,0.81913,0,1,0
0.98964,0.81501,0,1,0
0.99251,0.81121,0,1,0
0.99309,0.81041,0,1,0
0.99376,0.80947,0,1,0
0.99450,0.80841,0,1,0
0.99532,0.80722,0,1,0
0.99622,0.80591,0,1,0
0.99718,0.80449,0,1,0
0.99822,0.80295,0,1,0
0.99933,0.80131,0,1,0
1.00050,0.79956,0,1,0
1.00174,0.79771,0,1,0
1.00304,0.79577,0,1,0
1.00441,0.79373,0,1,0
1.00583,0.79161,0,1,0
1.00751,0.79275,0,1,0
1.00919,0.79389,0,1,0
1.01088,0.79503,0,1,0
1.01256,0.79618,0,1,0
1.01425,0.79732,0,1,0
1.01594,0.79847,0,1,0
1.01763,0.79962,0,1,0
1.01933,0.80077,0,1,0
1.02103,0.80192,0,1,0
1.02273,0.80308,0,1,0
1.02443,0.80423,0,1,0
1.02613,0.80539,0,1,0
1.02784,0.80655,0,1,0
1.02619,0.80835,0,1,0
1.02454,0.81017,0,1,0
1.02290,0.81200,0,1,0
1.02126,0.81385,0,1,0
1.01963,0.81571,0,1,0
1.01800,0.81758,0,1,0
1.01638,0.81947,0,1,0
1.01476,0.82138,0,1,0
1.01315,0.82330,0,1,0
1.01155,0.82523,0,1,0
1.00995,0.82718,0,1,0
1.00836,0.82915,0,1,0
1.00678,0.83113,0,1,0
1.15168,0.69962,0,0,0
1.14751,0.70337,0,1,0
1.14258,0.70749,0,1,0
1.13694,0.71199,0,1,0
1.13066,0.71687,0,1,0
1.12378,0.72216,0,1,0
1.11638,0.72784,0,1,0
1.10850,0.73394,0,1,0
1.10021,0.74045,0,1,0
1.09157,0.74738,0,1,0
1.08264,0.75474,0,1,0
1.07347,0.76254,0,1,0
1.06413,0.77079,0,1,0
1.05467,0.77948,0,1,0
1.05257,0.77804,0,1,0
1.05047,0.77660,0,1,0
1.04836,0.77515,0,1,0
1.04626,0.77370,0,1,0
1.04415,0.77225,0,1,0
1.04204,0.77079,0,1,0
1.03992,0.76934,0,1,0
1.03781,0.76788,0,1,0
1.03569,0.76642,0,1,0
1.03357,0.76495,0,1,0
1.03145,0.76349,0,1,0
1.02933,0.76202,0,1,0
1.02721,0.76055,0,1,0
1.03351,0.75178,0,1,0
1.04010,0.74281,0,1,0
1.04694,0.73376,0,1,0
1.05397,0.72475,0,1,0
1.06116,0.71589,0,1,0
1.06845,0.70728,0,1,0
1.07579,0.69904,0,1,0
1.08314,0.69129,0,1,0
1.09045,0.68413,0,1,0
1.09768,0.67768,0,1,0
1.10477,0.67205,0,1,0
1.11167,0.66735,0,1,0
1.11835,0.66369,0,1,0
1.12765,0.66000,0,1,0
1.13584,0.65811,0,1,0
1.14291,0.65783,0,1,0
1.14887,0.65897,0,1,0
1.15371,0.66131,0,1,0
1.15742,0.66466,0,1,0
1.16001,0.66883,0,1,0
1.16147,0.67360,0,1,0
1.16179,0.67878,0,1,0
1.16098,0.68418,0,1,0
1.15902,0.68958,0,1,0
1.15592,0.69480,0,1,0
1.15168,0.69962,0,1,0
1.36753,1.26004,0,0,0
1.31239,1.32596,0,1,0
1.25599,1.38679,0,1,0
1.19892,1.44218,0,1,0
1.14176,1.49179,0,1,0
1.08511,1.53527,0,1,0
1.02955,1.57226,0,1,0
0.97567,1.60243,0,1,0
0.92407,1.62541,0,1,0
0.87532,1.64087,0,1,0
0.83003,1.64845,0,1,0
0.78878,1.64780,0,1,0
0.75215,1.63857,0,1,0
0.72074,1.62043,0,1,0
0.70092,1.60023,0,1,0
0.68579,1.57519,0,1,0
0.67526,1.54566,0,1,0
0.66920,1.51203,0,1,0
0.66750,1.47467,0,1,0
0.67003,1.43393,0,1,0
0.67669,1.39020,0,1,0
0.68735,1.34385,0,1,0
0.70191,1.29524,0,1,0
0.72023,1.24475,0,1,0
0.74222,1.19275,0,1,0
0.76774,1.13960,0,1,0
0.79669,1.08568,0,1,0
0.79827,1.08623,0,1,0
0.79985,1.08677,0,1,0
0.80143,1.08731,0,1,0
0.80301,1.08784,0,1,0
0.80458,1.08838,0,1,0
0.80615,1.08892,0,1,0
0.80772,1.08945,0,1,0
0.80929,1.08998,0,1,0
0.81085,1.09052,0,1,0
0.81241,1.09105,0,1,0
0.81397,1.09158,0,1,0
0.81553,1.09211,0,1,0
0.81708,1.09263,0,1,0
0.78791,1.14508,0,1,0
0.76228,1.19661,0,1,0
0.74027,1.24689,0,1,0
0.72196,1.29557,0,1,0
0.70743,1.34232,0,1,0
0.69677,1.38681,0,1,0
0.69005,1.42868,0,1,0
0.68737,1.46760,0,1,0
0.68880,1.50324,0,1,0
0.69443,1.53524,0,1,0
0.70433,1.56328,0,1,0
0.71859,1.58701,0,1,0
0.73729,1.60610,0,1,0
0.76640,1.62257,0,1,0
0.80066,1.63037,0,1,0
0.83952,1.62987,0,1,0
0.88240,1.62142,0,1,0
0.92873,1.60536,0,1,0
0.97795,1.58206,0,1,0
1.02948,1.55187,0,1,0
1.08276,1.51514,0,1,0
1.13722,1.47223,0,1,0
1.19228,1.42349,0,1,0
1.24739,1.36928,0,1,0
1.30196,1.30995,0,1,0
1.35544,1.24585,0,1,0
1.36625,1.23211,0,1,0
1.37686,1.21837,0,1,0
1.38727,1.20463,0,1,0
1.39746,1.19090,0,1,0
1.40745,1.17717,0,1,0
1.41722,1.16346,0,1,0
1.42678,1.14978,0,1,0
1.43612,1.13612,0,1,0
1.44525,1.12248,0,1,0
1.45416,1.10889,0,1,0
1.46284,1.09533,0,1,0
1.47131,1.08181,0,1,0
1.47955,1.06835,0,1,0
1.50899,1.01728,0,1,0
1.53500,0.96723,0,1,0
1.55747,0.91848,0,1,0
1.57628,0.87129,0,1,0
1.59133,0.82594,0,1,0
1.60250,0.78267,0,1,0
1.60967,0.74177,0,1,0
1.61274,0.70351,0,1,0
1.61160,0.66815,0,1,0
1.60612,0.63595,0,1,0
1.59621,0.60719,0,1,0
1.58174,0.58213,0,1,0
1.56261,0.56105,0,1,0
1.55500,0.55553,0,1,0
1.54540,0.55067,0,1,0
1.53390,0.54661,0,1,0
1.52057,0.54347,0,1,0
1.50550,0.54138,0,1,0
1.48878,0.54045,0,1,0
1.47051,0.54083,0,1,0
1.45075,0.54262,0,1,0
1.42961,0.54596,0,1,0
1.40716,0.55098,0,1,0
1.38349,0.55779,0,1,0
1.35869,0.56652,0,1,0
1.33285,0.57731,0,1,0
1.33255,0.57679,0,1,0
1.33239,0.57617,0,1,0
1.33235,0.57548,0,1,0
1.33242,0.57472,0,1,0
1.33259,0.57392,0,1,0
1.33283,0.57310,0,1,0
1.33315,0.57229,0,1,0
1.33353,0.57150,0,1,0
1.33395,0.57075,0,1,0
1.33440,0.57006,0,1,0
1.33487,0.56946,0,1,0
1.33534,0.56896,0,1,0
1.33581,0.56859,0,1,0
1.35845,0.55989,0,1,0
1.38083,0.55215,0,1,0
1.40283,0.54543,0,1,0
1.42433,0.53982,0,1,0
1.44522,0.53538,0,1,0
1.46538,0.53221,0,1,0
1.48470,0.53037,0,1,0
1.50305,0.52994,0,1,0
1.52033,0.53100,0,1,0
1.53641,0.53364,0,1,0
1.55118,0.53792,0,1,0
1.56453,0.54392,0,1,0
1.57634,0.55172,0,1,0
1.59919,0.57668,0,1,0
1.61500,0.60912,0,1,0
1.62393,0.64834,0,1,0
1.62612,0.69364,0,1,0
1.62173,0.74433,0,1,0
1.61090,0.79971,0,1,0
1.59378,0.85907,0,1,0
1.57053,0.92173,0,1,0
1.54130,0.98699,0,1,0
1.50623,1.05415,0,1,0
1.46548,1.12251,0,1,0
1.41920,1.19137,0,1,0
1.36753,1.26004,0,1,0
0.35819,1.22490,0,0,0
0.36979,1.22490,0,1,0
0.38138,1.22490,0,1,0
0.39298,1.22490,0,1,0
0.40457,1.22490,0,1,0
0.41617,1.22490,0,1,0
0.42776,1.22490,0,1,0
0.43936,1.22490,0,1,0
0.45095,1.22490,0,1,0
0.46255,1.22490,0,1,0
0.47414,1.22490,0,1,0
0.48574,1.22490,0,1,0
0.49733,1.22490,0,1,0
0.50893,1.22490,0,1,0
0.51866,1.20839,0,1,0
0.52839,1.19188,0,1,0
0.53812,1.17538,0,1,0
0.54785,1.15887,0,1,0
0.55759,1.14236,0,1,0
0.56732,1.12585,0,1,0
0.57705,1.10934,0,1,0
0.58678,1.09283,0,1,0
0.59651,1.07632,0,1,0
0.60624,1.05981,0,1,0
0.61597,1.04330,0,1,0
0.62571,1.02680,0,1,0
0.63544,1.01029,0,1,0
0.63544,1.01291,0,1,0
0.63544,1.02023,0,1,0
0.63544,1.03144,0,1,0
0.63544,1.04573,0,1,0
0.63544,1.06226,0,1,0
0.63544,1.08023,0,1,0
0.63544,1.09883,0,1,0
0.63544,1.11724,0,1,0
0.63544,1.13463,0,1,0
0.63544,1.15020,0,1,0
0.63544,1.16313,0,1,0
0.63544,1.17261,0,1,0
0.63544,1.17781,0,1,0
0.63503,1.18224,0,1,0
0.63388,1.18681,0,1,0
0.63210,1.19144,0,1,0
0.62980,1.19605,0,1,0
0.62708,1.20057,0,1,0
0.62404,1.20493,0,1,0
0.62080,1.20906,0,1,0
0.61747,1.21289,0,1,0
0.61415,1.21634,0,1,0
0.61095,1.21934,0,1,0
0.60798,1.22181,0,1,0
0.60534,1.22369,0,1,0
0.60314,1.22490,0,1,0
0.60678,1.22490,0,1,0
0.61276,1.22490,0,1,0
0.62063,1.22490,0,1,0
0.62996,1.22490,0,1,0
0.64031,1.22490,0,1,0
0.65125,1.22490,0,1,0
0.66234,1.22490,0,1,0
0.67313,1.22490,0,1,0
0.68320,1.22490,0,1,0
0.69210,1.22490,0,1,0
0.69940,1.22490,0,1,0
0.70466,1.22490,0,1,0
0.70744,1.22490,0,1,0
0.70573,1.22411,0,1,0
0.70361,1.22258,0,1,0
0.70118,1.22037,0,1,0
0.69853,1.21756,0,1,0
0.69576,1.21423,0,1,0
0.69296,1.21045,0,1,0
0.69023,1.20630,0,1,0
0.68766,1.20186,0,1,0
0.68534,1.19719,0,1,0
0.68338,1.19237,0,1,0
0.68185,1.18749,0,1,0
0.68087,1.18261,0,1,0
0.68052,1.17781,0,1,0
0.68052,1.17185,0,1,0
0.68052,1.15943,0,1,0
0.68052,1.14171,0,1,0
0.68052,1.11987,0,1,0
0.68052,1.09508,0,1,0
0.68052,1.06852,0,1,0
0.68052,1.04136,0,1,0
0.68052,1.01478,0,1,0
0.68052,0.98994,0,1,0
0.68052,0.96803,0,1,0
0.68052,0.95021,0,1,0
0.68052,0.93767,0,1,0
0.68052,0.93157,0,1,0
0.68090,0.92799,0,1,0
0.68195,0.92425,0,1,0
0.68361,0.92041,0,1,0
0.68576,0.91651,0,1,0
0.68833,0.91262,0,1,0
0.69122,0.90878,0,1,0
0.69435,0.90503,0,1,0
0.69761,0.90144,0,1,0
0.70092,0.89805,0,1,0
0.70418,0.89491,0,1,0
0.70732,0.89207,0,1,0
0.71023,0.88959,0,1,0
0.71282,0.88750,0,1,0
0.71038,0.88750,0,1,0
0.70356,0.88750,0,1,0
0.69317,0.88750,0,1,0
0.68001,0.88750,0,1,0
0.66486,0.88750,0,1,0
0.64852,0.88750,0,1,0
0.63178,0.88750,0,1,0
0.61544,0.88750,0,1,0
0.60029,0.88750,0,1,0
0.58712,0.88750,0,1,0
0.57673,0.88750,0,1,0
0.56992,0.88750,0,1,0
0.56747,0.88750,0,1,0
0.55759,0.90409,0,1,0
0.54770,0.92068,0,1,0
0.53781,0.93726,0,1,0
0.52793,0.95385,0,1,0
0.51804,0.97044,0,1,0
0.50815,0.98702,0,1,0
0.49827,1.00361,0,1,0
0.48838,1.02020,0,1,0
0.47849,1.03678,0,1,0
0.46861,1.05337,0,1,0
0.45872,1.06996,0,1,0
0.44883,1.08654,0,1,0
0.43895,1.10313,0,1,0
0.43895,1.10042,0,1,0
0.43895,1.09285,0,1,0
0.43895,1.08129,0,1,0
0.43895,1.06657,0,1,0
0.43895,1.04957,0,1,0
0.43895,1.03113,0,1,0
0.43895,1.01211,0,1,0
0.43895,0.99336,0,1,0
0.43895,0.97574,0,1,0
0.43895,0.96009,0,1,0
0.43895,0.94728,0,1,0
0.43895,0.93817,0,1,0
0.43895,0.93359,0,1,0
0.43923,0.92972,0,1,0
0.44006,0.92588,0,1,0
0.44138,0.92207,0,1,0
0.44317,0.91830,0,1,0
0.44536,0.91458,0,1,0
0.44793,0.91090,0,1,0
0.45082,0.90727,0,1,0
0.45399,0.90370,0,1,0
0.45740,0.90018,0,1,0
0.46101,0.89674,0,1,0
0.46478,0.89336,0,1,0
